"Name","MapInstanceName","MapDependencies","TID","ExpLevel","Type","TutorialUnlockTHLevel","TutorialTHLevel","minRecommendedTHLevel","UnitType","UnitCount","LevelFile","Gold","Elixir","DarkElixir","AlwaysUnlocked","PlayerName","AllianceName","AllianceBadge","SinglePlayer","AllianceUnitType","AllianceUnitLevel","AllianceUnitCount","FixedArmyUnitType","FixedArmyUnitLevel","FixedArmyUnitCount","FixedArmyUnitAlliance","FixedArmyUnitPet","FixedArmyUnitPetLevel","FixedArmySkin","DeploySteps","UseFullMapSize","DefendingHero","DefendingHeroLevel","DefendingHeroSkin","VillageBackground","AttackTimeSeconds"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH11_Lavaloon_WardenAbility",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH11_Lavaloon_Haste2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH11_Lavaloon_Minions",,,,,,
"CHALLENGE_TH5_LOON",,,"TID_CHALLENGE_TH5_LOON",,"TUTORIAL",5,5,,,,"level/challenge_th5_loon.json",125000,125000,0,,,,,"TRUE",,,,"Balloon",2,27,,,,,"TH5_Loon_Loons1","true",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH5_Loon_Loons2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH5_Loon_Loons3",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH5_Loon_Loons4",,,,,,
"CHALLENGE_TH7_DRAGON",,,"TID_CHALLENGE_TH7_DRAGON",,"TUTORIAL",7,7,,,,"level/challenge_th7_dragon.json",200000,200000,0,,,,,"TRUE",,,,"Dragon",2,10,,,,,"TH7_Dragon_Info_AirSweeper","true","Barbarian King",5,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"LighningStorm",4,6,,,,,"TH7_Dragon_Lightning",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",5,1,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Dragon_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Dragon_Dragons1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Dragon_Dragons2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Dragon_Dragons3",,,,,,
"CHALLENGE_TH12_BOWIGI",,,"TID_CHALLENGE_TH12_BOWIGI",,"TUTORIAL",12,12,,,,"level/challenge_th12_bowigi.json",600000,600000,6000,,,,,"TRUE",,,,"Giant",9,5,,,,,"TH12_Bowigi_Balloon1","true","Barbarian King",40,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",8,7,,,,,"Wait_2500ms",,"Archer Queen",40,,,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",8,3,,,,,"TH12_Bowigi_Healers",,"Grand Warden",20,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",9,5,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Healer",5,5,,,,,"TH12_Bowigi_ArcherQueen",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"BabyDragon",6,1,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warlock",4,3,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Bowler",4,15,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Siege Machine Ram",3,1,,,,,"TH12_Bowigi_Rage1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Giant",9,8,"TRUE",,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",60,1,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",60,1,,,,,"TH12_Bowigi_Giants",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Grand Warden",30,1,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",5,3,,,,,"TH12_Bowigi_WallWrecker",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Jump",3,1,,,,,"TH12_Bowigi_GrandWarden",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",7,2,,,,,"TH12_Bowigi_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",5,1,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_Witches",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_Bowlers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_WallBreakers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_Freeze1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_Freeze2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_Rage2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_Jump",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_KingAbility",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_WaitForWarden",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WardenAbility",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH12_Bowigi_CleanUp",,,,,,
"CHALLENGE_TH4_GIANT",,,"TID_CHALLENGE_TH4_GIANT",,"TUTORIAL",4,4,,,,"level/challenge_th4_giant.json",100000,100000,0,,,,,"TRUE",,,,"Giant",2,13,,,,,"TH4_Giant_Giants1","TRUE",,,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",2,2,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Goblin",2,11,,,,,"TH4_Giant_WallBreakers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH4_Giant_Giants2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH4_Giant_Goblins",,,,,,
"CHALLENGE_TH7_HOG",,,"TID_CHALLENGE_TH7_HOG",,"TUTORIAL",7,7,,,,"level/challenge_th7_hog.json",200000,200000,0,,,,,"TRUE",,,,"Boar Rider",2,36,,,,,"TH7_Hog_BarbarianKing","TRUE","Barbarian King",5,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",4,5,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",5,1,,,,,"TH7_Hog_Wizards",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",4,3,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Hog_Hogs",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KingHealthLow",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Hog_Wait_For_Heal",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Hog_Heal1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Hog_Heal2",,,,,,
"CHALLENGE_TH7_MINION",,,"TID_CHALLENGE_TH7_MINION",,"TUTORIAL",7,7,,,,"level/challenge_th7_minion.json",200000,200000,0,,,,,"TRUE",,,,"Balloon",4,30,,,,,"TH7_Minion_Info_AirSweeper","TRUE","Barbarian King",5,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle",2,25,,,,,"TH7_Minion_Balloons",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",5,1,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",4,3,,,,,"TH7_Minion_Rage1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Minion_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Minion_Minions",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH7_Minion_Rage2",,,,,,
"CHALLENGE_TH8_GOWIPE",,,"TID_CHALLENGE_TH8_GOWIPE",,"TUTORIAL",8,8,,,,"level/challenge_th8_gowipe.json",250000,250000,1500,,,,,"TRUE",,,,"Golem",2,1,,,,,"TH8_Gowipe_Earthquake","TRUE","Barbarian King",10,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"PEKKA",3,4,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",5,16,,,,,"TH8_Gowipe_Funnel_Pekkas",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",5,2,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Archer",5,2,,,,,"TH8_Gowipe_Wizards1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",5,2,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",5,1,,,,,"TH8_Gowipe_Golem",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Earthquake",2,1,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",10,1,,,,,"TH8_Gowipe_WallBreakers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowipe_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowipe_Support_Pekkas",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowipe_Wizards2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowipe_Heal1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowipe_Rage",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowipe_Heal2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowipe_Clean_Up",,,,,,
"CHALLENGE_TH8_GOWIVA",,,"TID_CHALLENGE_TH8_GOWIVA",,"TUTORIAL",8,8,,,,"level/challenge_th8_gowiva.json",250000,250000,1500,,,"Clashers",1526736218,"TRUE","Balloon",5,5,"Golem",2,1,,,,,"TH8_Gowiva_Earthquake","TRUE","Barbarian King",10,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Warrior Girl",2,15,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",5,11,,,,,"TH8_Gowiva_HogRider",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Boar Rider",2,1,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Archer",5,1,,,,,"TH8_Gowiva_Archer",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",5,1,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",2,1,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Earthquake",2,4,,,,,"TH8_Gowiva_Poison",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",10,1,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowiva_Golem",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowiva_Wizards",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowiva_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowiva_Valkyries",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH8_Gowiva_Heal",,,,,,
"CHALLENGE_TH9_LAVALOON",,,"TID_CHALLENGE_TH9_LAVALOON",,"TUTORIAL",9,9,,,,"level/challenge_th9_lavaloon.json",300000,300000,3000,,,,,"TRUE",,,,"AirDefenceSeeker",2,2,,,,,"TH9_Lavaloon_BarbarianKing_1","TRUE","Barbarian King",30,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Balloon",6,26,,,,,"TH9_Lavaloon_BarbarianKing_2",,"Archer Queen",30,,,
,,,,,,,,,,,,,,,,,,,,,,,"BabyDragon",2,2,,,,,"TH9_Lavaloon_BarbarianKing_3",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle",5,5,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",5,2,,,,,"TH9_Lavaloon_KingAbility",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"SpeedUp",2,4,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Freeze",1,1,,,,,"TH9_Lavaloon_ArcherQueen",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",30,1,,,,,"TH9_Lavaloon_Wait_For_Hounds",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",30,1,,,,,"TH9_Lavaloon_Haste1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_Lavaloon_Hounds",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_Lavaloon_Balloons",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_Lavaloon_Freeze",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_Lavaloon_Rage1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_Lavaloon_Rage2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_Lavaloon_Haste2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_Lavaloon_CleanUp",,,,,,
"CHALLENGE_TH9_BABYDQW",,,"TID_CHALLENGE_TH9_BABYDQW",,"TUTORIAL",9,9,,,,"level/challenge_th9_babydqw.json",300000,300000,3000,,,,,"TRUE",,,,"Healer",4,5,,,,,"TH9_BabydQW_ArcherQueen","TRUE","Barbarian King",30,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"BabyDragon",2,14,,,,,"TH9_BabydQW_Healers",,"Archer Queen",30,,,
,,,,,,,,,,,,,,,,,,,,,,,"Barbarian King",30,1,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",30,1,,,,,"TH9_BabydQW_Info_Wait",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Jump",2,1,,,,,"TH9_BabydQW_Wait_For_WallBreakers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",5,2,,,,,"TH9_BabydQW_WallBreakers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",6,1,,,,,"TH9_BabydQW_Wait_For_Poison",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",3,1,,,,,"TH9_BabydQW_Poison",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",5,5,,,,,"TH9_BabydQW_Rage",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_BabydQW_Wait_For_King",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_BabydQW_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_BabydQW_Wait_For_Jump",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_BabydQW_Jump",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_BabydQW_Wait_For_BabyDragons",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_BabydQW_BabyDragons",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH9_BabydQW_Spells",,,,,,
"CHALLENGE_TH10_MINER",,,"TID_CHALLENGE_TH10_MINER",,"TUTORIAL",10,10,,,,"level/challenge_th10_miner.json",400000,400000,4000,,,,,"TRUE",,,,"Barbarian King",40,1,,,,,"TH10_Miner_ArcherQueen","TRUE","Barbarian King",40,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",40,1,,,,,"Wait_1000ms",,"Archer Queen",40,,,
,,,,,,,,,,,,,,,,,,,,,,,"Miner",3,23,,,,,"TH10_Miner_Healers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Healer",4,5,,,,,"TH10_Miner_Wait_For_Wall_Breakers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker",6,4,,,,,"TH10_Miner_TestWallBreaker",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Wizard",7,6,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"HealingWave",7,4,,,,,"TH10_Miner_WallBreakers",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Haste",5,1,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Poison",4,1,,,,,"TH10_Miner_Wait_For_Rage",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_Wizards1",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_7500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_Poison",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_1000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_Rage",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_Wait_For_Miners",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_Miners",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_Wizards2",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_Wizards3",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_2500ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_BarbarianKing",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wait_5000ms",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TH10_Miner_Heals",,,,,,
"CHALLENGE_TH9_WITCH",,,"TID_CHALLENGE_TH9_WITCH",,"TUTORIAL",9,9,,,,"level/challenge_th9_witch.json",300000,300000,3000,,,,,"TRUE",,,,"Barbarian King",30,1,,,,,"TH9_Witch_FunnelWizard","TRUE","Barbarian King",30,,60000000,
,,,,,,,,,,,,,,,,,,,,,,,"Archer Queen",30,1,,,,,"Wait_1000ms",,"Archer Queen",30,,,
,,,,,,,,,,,,,,,,,,,,,,,"Warlock",2,8,,,,,"TH9_Witch_ArcherQueen",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Golem",4,2,,,,,"Wait_5000ms",,,,,,
